index	E0000355	E0000361	E0000362	E0000369	E0000376	E0000378	E0000382	E0000393	E0000404	E0000410	E0000416	E0000418	E0000419	E0000420	E0000426	E0000428	E0000432	E0000433	E0000435	E0000442	E0000466	E0000467	E0000471	E0000478	E0000480	E0000482	E0000488	E0000490	E0000495	E0000498	E0000501	E0000502	E0000516	E0000520	E0000521	E0000522	E0000527	E0000531	E0000537	E0000539	E0000540	E0001336	E0001340	E0001346	PV101516	PV101570	PV101581	PV101643	PV101656	PV101894	PV101895	PV101929	PV101945	PV101948	PV101962	PV102349	PV102418	PV102462	PV102474	PV102574	PV102580	PV19497	PV19551	PV19565	PV19588	PV19658	PV19708	PV19755	PV19834	PV19855	PV19856	PV19882	PV19936	PV19942	PV19991	PV20005	PV20541	PV20544	PV20615	PV21638	PV21671	PV21690	PV21772	PV21813	PV21876	PV23791	PV23961	PV24015	PV49580
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	0.16084	1.03484	0.43523	0.04461	0.07113	0.33476	1.1025	0.08287	0.73538	1.05538	0.30822	0.34381	0	0.3667	1.43905	0.48406	0.19921	0.34137	0.81582	0.8698	0.17736	1.02232	0.54442	0.37185	0.22423	0.44355	0.27987	0.51788	0.37648	0.19323	0.14845	0.73406	0	0.14601	0.01435	0.58149	1.00117	0.21178	0.19462	1.68612	0	1.07071	0.81895	0.09145	2.59219	0.30213	1.89064	0.444	0.94401	0.41642	1.26918	1.18058	2.38987	0.90537	0.20772	0.25892	0.03022	1.13193	0.40746	0.0143	0.17538	0.14709	0.086	0.53858	0.0835	1.28797	0.76129	0.38765	0.35422	0	0.51357	1.42133	0.51371	0.58857	1.63692	0.25684	0.02407	0.14945	0.2385	0.35365	0.11867	2.12817	0.26135	0.5436	0.26315	0.428	0.37228	0.58113	0.32677
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.14181	6.50519	6.12487	0.17615	0.00498	3.03653	2.21364	0.15456	1.65983	0.0056	5.53626	5.55474	8.12276	0.23498	0.02106	0.74674	1.28015	13.77333	1.70389	1.96688	2.28994	1.35903	0.50778	2.57045	1.24383	2.87391	0.06775	0.26799	0.24586	0.43989	2.37027	0.35466	3.98891	25.8503	0.55379	0.61117	0.47777	1.87948	0	1.249	6.58647	0.847	0.55988	0.66771	0.16543	0.03157	0.47648	0.45984	0.64452	0.0752	0.41516	0.5216	0.04009	0.67967	0.12514	4.80833	0.04241	10.28908	0.0493	1.55583	2.37061	0.00608	0.38464	0	0.8621	0.02763	0.13088	1.26396	13.04626	0.94083	14.78678	16.33835	0.00158	2.86392	0.1887	0.93296	1.02048	0.36093	0.02003	33.79417	1.53277	0.51779	0.03022	0.00507	15.43809	0.59389	0.29527	0.0108	25.87227
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	0.04234	0.01153	0.72026	0.25576	1.75232	0.80261	0.90546	2.03675	0.02809	0.8414	0.01062	1.28872	4.35417	0.0072	0.81797	1.70509	0.03683	0.4383	0.7881	0.79654	0.01046	0.57638	1.55882	0.42184	0.32935	0.97335	0.54512	0.08115	0.84723	0.25635	0.6706	0.24903	0	0.08287	0.9224	1.23737	0.7838	0.45932	0.03285	0.24812	0.00388	0.00324	0.12019	0.62346	1.91241	1.33028	0.04721	0.76337	0.24707	0.01174	1.10415	0.00773	0.87249	4.37044	5.04522	0.52427	3.13017	1.50837	0.00898	0.00151	2.54225	0.23517	1.53536	4.92415	6.1174	0.033	0.05773	0.61221	3.02101	0.06856	0.07386	0.89186	0.01018	5.13721	1.3481	0.00197	2.21409	1.3062	0.24506	0.47876	0.03327	7.11579	0.03811	2.09381	0.04089	3.47867	4.41132	0.5132	1.18023
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.04159	0	0.04849	0.00166	0.02555	0	0.05256	0.00256	0	0	0	0.00122	0.00255	0	0.00303	0	0	0.00194	0.00176	0.0214	0.01315	0.00241	0	0	0	0.00014	0	0	0	0.09547	0.07328	0	0	0.00755	0.00501	0	0	0.00843	0	0	0.05317	0.00238	0.00808	0.00416	0	0	0	0	0.04965	0	0	0.00246	0.00108	0	0	0.01975	0.01727	0	0.0038	0	0.00416	0	0.04722	0	0	0	0	0	0	0.00344	0	0.00669	0.00284	0	0.03125	0.00206	0	0	0	0	0	0	0	0	0	0	0.00355	0.00767	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	0.01084	0	0.0179	0	0	0	0	0	0	0	0	0	0.02667	0	0.01781	0	0	0	0	0	0	0.01713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname	0.00088	0	0.006	0	0.0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00267	0	0	0	0	0	0	0	0	0.0015	0	0.00115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0.00027	0	0	0	0.00085	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0.00021	0	0.01107	0.00122	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04054	0	0	0.00521	0	0	0	0	0	0	0.00111	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0.00713	0	0	0	0	0	0	0	0.00266	0	0	0	0	0	0	0	0	0	0	0	0.00032	0	0	0.01636	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	37.22297	10.82587	1.86027	21.27152	17.02095	17.99339	10.60916	1.55923	0.27628	12.65864	16.60779	19.95484	21.46664	19.90438	11.86336	5.19998	0.99902	3.88721	23.45832	9.97649	28.05997	7.88031	16.00315	11.36804	23.28414	9.47672	21.94064	0.67604	13.49497	6.40335	2.27567	16.83426	2.7168	3.50531	3.99697	13.89727	9.58556	16.91383	3.0729	0.98812	0.00183	17.8912	32.06918	10.72364	3.34749	2.08405	5.22381	4.25823	11.5837	1.41361	19.30711	0.4736	10.99676	5.88425	0.50117	12.70774	7.92221	6.66025	17.24888	4.07979	10.44766	0.01776	14.01487	10.71231	9.15055	8.33752	6.55379	13.92224	7.69594	2.0473	4.10065	9.68616	16.06633	14.64428	8.53069	13.55272	0.76708	8.96688	2.71307	2.64215	10.32363	2.73989	10.96502	4.3609	4.34964	6.32043	22.60458	5.27026	11.02876
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	25.52811	36.01181	29.27241	10.20694	53.98834	36.94142	20.01138	76.96852	84.4389	52.08587	6.34811	23.12944	41.75861	35.04324	51.82467	31.69765	76.25486	10.72709	38.11432	49.01622	28.60525	34.63655	51.7847	38.3674	43.96556	11.52791	37.11992	59.04307	46.28797	9.46073	57.3145	24.87569	84.34576	3.55052	44.25119	27.37449	21.775	14.1825	10.75507	60.8146	59.71622	35.562	35.91001	2.3358	18.12587	58.04138	40.20736	5.80807	51.41613	22.44551	22.29356	58.85782	43.24003	13.37646	18.75948	7.02321	32.58282	38.26238	50.08565	1.07557	35.7756	17.50264	58.71401	10.48915	21.93693	58.28038	8.87921	37.94133	11.02714	61.75775	52.53404	30.81047	41.64391	47.59743	23.11608	43.54671	0.85768	62.35175	77.33515	7.11565	1.86357	78.45115	65.0325	66.20915	8.01109	19.80258	18.61852	69.54573	49.35548
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	10.86667	25.41697	0.08486	16.52673	4.20434	15.68486	16.72259	0	2.77424	10.45557	24.73276	22.50737	8.00406	22.09829	3.13756	2.27446	0	5.03965	9.24307	9.50851	5.52524	11.37549	10.6859	1.57375	3.98052	1.85654	2.81814	0.67134	11.33688	8.87255	0.07451	33.07555	0	2.06152	1.88281	22.84082	8.87444	20.14266	1.58985	1.29088	0	17.93057	4.91751	27.34405	1.45758	16.96153	5.38271	3.27929	6.81443	1.89603	11.87904	0.09487	0.19608	5.4034	0.43898	3.43723	0.65469	3.28317	8.98151	6.61249	0.1538	0	3.59868	10.73442	2.94636	0.26344	3.54599	8.54003	5.06578	1.74919	5.37283	1.02945	16.7121	2.39602	3.77712	0.27522	5.02428	0.12151	12.69258	0.28148	18.45121	0.30752	7.35183	2.32541	2.43689	10.07098	12.22013	4.13923	1.23603
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	9.39202	7.6891	5.355	14.92855	3.35616	17.65091	10.79564	3.07578	3.03958	5.54219	7.36671	14.59277	7.00773	7.41274	11.07585	2.83185	7.60258	1.9459	10.29199	3.17849	18.04808	21.3833	4.0579	5.40186	7.41728	2.2642	1.97744	7.83404	9.55801	6.85697	26.76737	12.3449	2.40396	9.10866	6.27398	13.55727	6.90447	20.71799	1.80052	14.55821	12.21605	6.61506	11.80245	3.02997	3.41646	4.70493	2.55362	4.65568	10.31916	1.96826	13.47088	5.92914	2.59392	3.34451	3.03065	7.19781	31.56225	11.29603	8.81275	3.58403	9.01316	2.01328	2.75815	3.04407	10.20608	4.07824	6.62079	15.26817	11.30333	2.55912	5.6242	4.24689	12.72394	7.46239	9.417	3.46822	3.14673	3.93094	2.59127	3.3044	11.679	1.25687	7.33009	0.61032	2.30904	4.14077	6.87972	6.27807	4.63069
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae	8.91381	0.08239	12.18681	3.31098	4.96938	1.55729	4.381	0.06121	0.0195	0.04083	1.24578	0.01448	0.02017	4.60407	2.34805	2.60494	1.94595	14.24091	3.88068	0.0115	4.43222	0.10896	3.52107	0.20811	0.93953	4.45242	22.24944	0	7.16025	2.45595	0.03794	0.04055	0.01696	2.27806	1.54402	0.01435	4.68847	1.56499	6.67868	0.08589	8.81045	0.09101	2.9804	0.13518	8.51117	1.1666	0	1.84356	4.13541	1.17701	0	18.28857	0	1.92884	6.3051	2.42251	15.1691	0.41026	11.28845	6.82515	12.1132	12.35786	0.45706	0.00423	0.01366	1.47621	4.81496	0.00242	0.04261	0	6.32877	4.28756	0.88721	0	0.00042	1.6956	0	17.48021	0	1.10105	0.32557	0.07651	1.09199	11.3296	0.11332	2.43663	2.23116	6.33187	0.0054
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	2.23523	0.00449	0.18832	0.39703	1.13571	0.71447	0.57143	1.72253	0.2162	0.07822	17.07307	0.27062	8.36947	2.60303	0.2269	0	0.63839	2.78781	0.91051	0.18245	2.46323	0	1.16306	0	0.37935	0.59338	2.28706	0	0.71068	0.0809	0.06433	1.16209	0.57415	0.12504	0.54654	0.20674	21.89542	1.88487	0.05558	0	0	2.28972	0.67325	0.24379	10.12247	2.73123	0	0.00357	0	0.27644	3.31096	1.23738	1.95161	0.27741	0.02816	0.51351	3.14881	0.06489	1.00126	1.71231	1.2771	0.08436	3.72341	0.0501	0.06962	0.06257	1.85434	0.06794	0.00238	0.49203	0.58117	0.30785	0.06863	0.27643	6.02318	0	0.07035	0.01327	0.22974	0.02086	0.34269	4.59459	0.03785	0.19755	0.31835	0	3.0421	0.01407	0.04377
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	1.37971	0.22664	0.9022	0.14232	0.26999	0.16386	5.86499	0.1319	0.0515	0.06626	0.75099	0.03914	0.1681	0.13608	0.02392	0.00255	0	0.35321	0.00777	0.11775	1.32642	0.16551	0.0048	0.23763	0.00186	1.40193	0.06715	0.08352	0.07206	8.54423	0.16034	0.10126	0.05517	0.73288	0.05217	0.04971	0.03784	0.29568	0.03344	0.00333	0.08001	0.24081	0.07764	0.16275	0.18536	0.04258	0	0.02202	1.30826	0.17828	0.01769	0.36801	0.04258	0.11697	0.07224	11.06476	0.59442	0.03833	0.08372	0.62407	0.54208	0.04344	0	0.03999	0.14106	0.00872	0.01894	0.07221	0.0233	0.05905	0.04062	0.01223	1.02364	0.00243	0.29714	0.00073	0.01803	0.04747	0.00294	0.18809	0.95079	0.03825	0.19903	0.09138	1.11068	0.12643	0.10725	0.32007	0.03257
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	1.18331	7.81264	0.29032	6.69098	5.59614	1.91184	12.39948	0	0.18383	1.82661	2.53544	7.01459	0	0.05069	11.28005	2.38774	0	0.61493	4.4533	0.36858	4.22459	13.75576	4.56894	3.85266	13.20728	5.72529	3.05308	14.37611	1.77846	1.08541	0.95157	5.63679	0.15124	1.06968	0	1.24754	6.38664	0.81219	2.03634	0.01557	0	12.25188	6.13716	0.31896	17.97118	6.12953	17.218	1.06201	4.47974	9.76976	3.73883	3.57261	11.68492	7.22566	0.0538	2.23734	0.14537	0.93377	0	0.14613	0.27436	0.0823	6.26691	16.75486	0.40852	20.40742	11.92168	3.66974	3.82801	16.76391	0.28206	22.57909	1.81497	12.70266	21.25135	19.90044	0.00529	0	1.20909	1.04193	0.18484	0	1.20816	5.40701	3.70351	1.01951	14.04105	0.8091	2.90386
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	1.0745	0.08013	0.52082	0.11612	0.12019	0.35723	0.23903	5.27602	0.66716	0.34454	0.33221	0.12657	0.06487	0.56624	0.21181	0.0305	3.23159	0.07889	1.57497	2.41755	0.17247	0.48505	0.10098	1.45824	0.19322	0.39959	0.92307	7.15759	0.1198	0.32194	3.15816	0.25093	2.44186	0	1.41357	0.83719	2.97864	0.02289	0.00766	5.96737	5.02955	0.12565	0.15247	0.55474	0.07304	0.01412	0.75652	5.82773	1.955	0.3094	0.17713	1.91614	3.26523	0.062	0.17434	0.37485	0.0233	2.04729	0.05921	0.01368	1.43447	0.69628	0.08849	0.00446	0.16313	0.56258	0.02258	0.64986	0.0355	5.9828	0.0744	0.15975	2.76249	1.30797	1.06635	0.38037	2.56285	0.62229	0.02971	0.22686	0.0242	1.40656	0.08423	0.71413	0.00432	0.33488	0.20824	0.94535	0.01555
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae	0.6246	0.35897	0.14141	0.43571	3.06728	0.22558	0.30116	0	0.05162	0.4947	0.98173	1.03538	0.00332	0.09532	0.3655	0.54004	0.21483	0.44859	0.52247	0.4089	0.63278	0.85868	0.54617	3.21634	0.12158	0.14937	0.21487	0.32845	0.36691	0.7425	0.65218	0.26211	0.52124	0.02216	0.31094	0.69454	0.38676	0.10506	0.15759	0.24841	0	0.26598	0.67292	1.00854	1.07849	1.87753	0.24294	0.38581	0.64079	0.71572	2.42863	0.88778	0.15098	0.33223	0.48049	0.6284	1.73034	0.10455	0.62023	0.55164	0.2056	1.12123	0.12035	0.08086	0.44192	0.03069	2.26131	4.98309	0.63575	0.17208	0.48758	0.11396	0.0812	0.23081	2.07082	0.09322	0.58182	0.26052	0.19438	0.18544	0.92298	0	1.31691	0.11623	0.28271	0.77568	0.59468	0.16735	0.06892
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	0.51566	0.02205	0.06517	0.27505	0.39358	0.00782	0.74559	0.01373	0	0.00047	0.19062	0.16955	0.29401	0.37026	0.1962	0.09813	0.34958	0.00744	0.03911	1.07206	0.76979	0.96185	0.17519	0	0.02715	0.31176	0.00416	0	0.00949	0.06628	0.89537	0.0005	0	0.24709	1.3913	1.13283	0	0.68103	0.18866	0.11819	0.06576	0.31549	0.00875	0.14756	0	0	0	0	0	0.01128	0	0.00481	0.00497	0.42431	0.0481	0.01015	0.79772	7.23993	0.04953	0.00995	0.23244	0.02751	0.02702	0	0.21499	0	0.263	0.2186	0	0	0.03149	0	2.0841	0	0.00214	0	0	0.18186	0.013	0	0.83209	0.02042	0.03571	0	0.01682	0.00135	0.43865	0.11973	0.01149
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.37795	2.77151	2.25921	2.48885	2.43878	1.34924	6.42235	0	2.69298	3.31772	3.74947	2.88289	0	5.9939	4.42146	1.67409	5.40703	0.6772	3.00864	2.84966	0.48346	1.07196	3.39519	5.13485	3.01443	1.98853	2.35012	5.57619	3.74365	0.85511	2.24255	1.61297	1.25383	0.18842	2.25871	2.22667	4.11899	1.70128	1.02253	2.69927	6.59764	3.77777	1.42325	1.73246	3.26285	2.85093	21.93751	1.52073	2.21085	2.653	5.83915	2.46287	16.28628	1.99433	1.04872	2.09141	1.84379	3.01383	1.07673	0.36845	4.94761	3.34317	5.6209	3.75348	0.55938	3.07362	2.43179	4.26318	3.65767	6.67357	1.4958	4.96061	1.80652	3.83228	8.11051	2.82777	0.13206	1.89061	2.35276	1.54689	0.35823	0	3.13825	3.01877	2.25284	1.88489	5.80088	3.87913	2.53451
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	0.19842	0.01459	0.05649	0.02924	0.02034	0.12428	0.06332	0.29694	0.18728	0.0099	1.29073	0.03021	0.0284	0	0.05258	0.08335	0.85162	0.0391	0.10771	1.04926	1.05445	0.38426	0.81952	2.76532	0.16185	0.08439	0.14428	1.78962	0.02886	1.07968	0.44073	0.09242	0.197	0.00579	0.07993	0.04287	0.02404	0.67728	0.00319	0.46707	0.2875	0.07575	0.1919	0.03266	0.06807	0.04417	0.42782	2.49624	0.46233	0.08549	0.15453	2.42967	0.74791	0.02372	0.0505	1.84812	0.02693	0.08484	0.00926	1.49068	6.83407	0.04226	0	11.64287	0.02998	0.04422	0.01579	0.05875	1.25914	0.09607	0.0191	0.29913	0.01032	0.10415	0.1237	0.08416	1.33641	0.06774	0.03528	0.10359	0.38716	0.002	0.0452	0.0378	0.01466	0.2259	3.80641	0.51298	0.01118
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.16084	1.03484	0.43523	0.04461	0.07113	0.33476	1.1025	0.08287	0.73538	1.05538	0.30822	0.34381	0	0.3667	1.43905	0.48406	0.19921	0.34137	0.81582	0.8698	0.17736	1.02232	0.54442	0.37185	0.22423	0.44355	0.27987	0.51788	0.37648	0.19323	0.14845	0.73406	0	0.14601	0.01435	0.58149	1.00117	0.21178	0.19462	1.68612	0	1.07071	0.81895	0.09145	2.59219	0.30213	1.89064	0.444	0.94401	0.41642	1.26918	1.18058	2.38987	0.90537	0.20772	0.25892	0.03022	1.13193	0.40746	0.0143	0.17538	0.14709	0.086	0.53858	0.0835	1.28797	0.76129	0.38765	0.35422	0	0.51357	1.42133	0.51371	0.58857	1.63692	0.25684	0.02407	0.14945	0.2385	0.35365	0.11867	2.12817	0.26135	0.5436	0.26315	0.428	0.37228	0.58113	0.32677
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.14181	6.50519	6.12487	0.17615	0.00498	3.03653	2.21364	0.15456	1.65983	0.0056	5.53626	5.55474	8.12276	0.23498	0.02106	0.74674	1.28015	13.77333	1.70389	1.96688	2.28994	1.35903	0.50778	2.57045	1.24383	2.87391	0.06775	0.26799	0.24586	0.43989	2.37027	0.35466	3.98891	25.8503	0.55379	0.61117	0.47777	1.87948	0	1.249	6.58647	0.847	0.55988	0.66771	0.16543	0.03157	0.47648	0.45984	0.64452	0.0752	0.41516	0.5216	0.04009	0.67967	0.12514	4.80833	0.04241	10.28908	0.0493	1.55583	2.37061	0.00608	0.38464	0	0.8621	0.02763	0.13088	1.26396	13.04626	0.94083	14.78678	16.33835	0.00158	2.86392	0.1887	0.93296	1.02048	0.36093	0.02003	33.79417	1.53277	0.51779	0.03022	0.00507	15.43809	0.59389	0.29527	0.0108	25.87227
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.04159	0	0.0302	0.00166	0.02555	0	0.05256	0.00256	0	0	0	0	0	0	0.00303	0	0	0.00194	0.00176	0.02022	0.00967	0.00121	0	0	0	0.00014	0	0	0	0.08635	0.07077	0	0	0.00755	0.00501	0	0	0.00843	0	0	0.05263	0	0.00808	0.00416	0	0	0	0	0	0	0	0.00246	0.00108	0	0	0.01387	0.01727	0	0.0038	0	0.00416	0	0	0	0	0	0	0	0	0	0	0	0.00284	0	0	0.00206	0	0	0	0	0	0	0	0	0	0	0.00355	0.00236	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.03787	0	0.00608	0.00151	0.00561	0.00204	0.01394	0	0.00255	0	0.0109	0	0.02068	0.00607	0.00143	0	0	0	0	0.01602	0.01002	0.01452	0	0	0	0.01639	0.00709	0	0.00099	0.01278	0.00394	0.00487	0	0.00326	0.00568	0.0024	0	0.00769	0	0	0.0088	0	0.00802	0.00206	0	0	0	0	0.00879	0	0	0.00584	0	0	0	0.00116	0	0.00832	0	0.00978	0	0.00295	0	0.00278	0.01024	0	0	0.01011	0	0.00376	0	0.00395	0.00534	0	0	0	0.00447	0.0015	0	0.00393	0	0	0.02209	0.01065	0	0	0	0.0114	0.00213
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	0.03675	0.02999	0.04696	0.0141	0.144	0.0332	0.0216	0.06922	0.01477	0.0796	0.04265	0.08727	0.21358	0.06284	0.10767	0.00181	0.00932	0	0.10564	0.01797	0.6121	0.11755	0.37007	0.1117	0.11937	0.04314	0.00183	0.01108	0.02536	0	0.43164	0.23142	0.17864	0	0.0428	0.08208	0.04368	0.19161	0.01477	0.31691	0.02946	0.07105	0.01005	0.01003	0.26544	0.02794	0.1799	0.02569	0.47202	0	0.28922	0.22952	0.00654	0.01716	0.00284	0.25484	0.27441	0.33832	0.08101	0.04621	0.10422	0	0.00155	0	0.56909	0	0.16936	1.26167	0	0.07181	0.36831	0	0.05855	0.425	0.14982	0.02398	0.03348	0.14022	0.09136	0.09311	0.18087	0.0108	0.15565	0.01543	0	0.02803	0.51732	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	0.02701	0	0	0	0	0.00038	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00088	0	0	0	0	0	0	0	0	0	0	0.00564	0	0	0	0	0	0	0	0	0	0.00388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae	0.01533	0.01153	0.72026	0.25369	1.74823	0.3407	0.89799	2.03675	0.02809	0.84108	0.01062	0.99095	4.35417	0.0072	0.80873	1.70509	0.03683	0.4344	0.61336	0.58035	0.01046	0.5492	1.53967	0.27164	0.14479	0.97272	0.33922	0.08115	0.84723	0.25635	0.49345	0.10005	0	0.08287	0.24488	1.18467	0.01325	0.26415	0.02618	0.17849	0	0.00324	0.11353	0.62346	1.79985	1.32869	0.04721	0.73374	0.01219	0.01174	1.07326	0.00773	0.80014	4.33926	5.04522	0.52427	3.13017	1.30825	0.00898	0.00151	2.54225	0.23517	1.52626	4.89774	6.11722	0.00731	0.05245	0.60754	2.9984	0.06856	0.03419	0.88721	0.01018	5.12844	0.11624	0	2.21409	1.3062	0.11486	0.47876	0.03262	7.11579	0.03811	2.09236	0.01224	3.47867	4.40664	0.37203	1.18023
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	0.01084	0	0	0	0	0	0	0	0	0	0	0	0.02667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname	0.0092	0.03398	0.04214	0.00056	0.04285	0.00651	0.05622	0.1091	0.06872	0.05663	0.06598	0.06042	0.01301	0.14081	0.27329	0.00446	0.20142	0	0.07197	0.05934	0.00063	0.03211	0.01008	0.08467	0.00881	0.00682	0.02351	0.13184	0.01809	0.00971	0.04474	0.01829	0.2936	0	0.08659	0	0.0027	0	0.00221	0.18084	0	0.04348	0.01361	0.05486	0.01402	0.02282	0.01686	0.00116	0.06586	0.02238	0.13431	0.2376	1.55727	0.00345	0.03471	0	0.01434	0.00261	0.03898	0.00437	0.06524	0.02568	0	0.11179	0	0.20992	0.00403	0.01493	0.02121	0.21913	0.03886	0.06262	0.34526	0.02561	0.13684	0.07032	0	0.09685	0	0.00641	0	0	0.0071	0.13064	0.00039	0.04251	0.00032	0.09246	0.00082
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis	0.00474	0	0.0104	0	0.00115	0.00199	0	0	0	0	0	0	0.00174	0	0.00248	0	0.00276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00507	0	0	0	0	0	0	0	0	0	0	0	0	0.00124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00148	0.00116	0.00674	0.00124	0	0	0.00206	0.00257	0	0.00329	0.01144	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_noname|o__Candidatus_Saccharibacteria_noname|f__Candidatus_Saccharibacteria_noname	0.00088	0	0.006	0	0.0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00267	0	0	0	0	0	0	0	0	0.0015	0	0.00115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0.00027	0	0	0	0.00085	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_noname	0.00021	0	0.01107	0.00122	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04054	0	0	0.00521	0	0	0	0	0	0	0.00111	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0	0.00713	0	0	0	0	0	0	0	0.00266	0	0	0	0	0	0	0	0	0	0	0	0.00032	0	0	0.01636	0	0	0	0	0	0
